file_id,audio_path,dataset,shard
000db1717c,asr_nepali_1/data/00/000db1717c.flac,asr_nepali_1,00
000dedf722,asr_nepali_1/data/00/000dedf722.flac,asr_nepali_1,00
000f91b35e,asr_nepali_1/data/00/000f91b35e.flac,asr_nepali_1,00
001055632c,asr_nepali_1/data/00/001055632c.flac,asr_nepali_1,00
0010c24b61,asr_nepali_1/data/00/0010c24b61.flac,asr_nepali_1,00
001167389e,asr_nepali_1/data/00/001167389e.flac,asr_nepali_1,00
0012875eae,asr_nepali_1/data/00/0012875eae.flac,asr_nepali_1,00
0013095d41,asr_nepali_1/data/00/0013095d41.flac,asr_nepali_1,00
00133a9876,asr_nepali_1/data/00/00133a9876.flac,asr_nepali_1,00
00139ba3d9,asr_nepali_1/data/00/00139ba3d9.flac,asr_nepali_1,00
0013bfeda1,asr_nepali_1/data/00/0013bfeda1.flac,asr_nepali_1,00
00149e90a4,asr_nepali_1/data/00/00149e90a4.flac,asr_nepali_1,00
0014d0488b,asr_nepali_1/data/00/0014d0488b.flac,asr_nepali_1,00
0014d70fca,asr_nepali_1/data/00/0014d70fca.flac,asr_nepali_1,00
0014e261ff,asr_nepali_1/data/00/0014e261ff.flac,asr_nepali_1,00
00157312d0,asr_nepali_1/data/00/00157312d0.flac,asr_nepali_1,00
001573a8c1,asr_nepali_1/data/00/001573a8c1.flac,asr_nepali_1,00
001625cc1d,asr_nepali_1/data/00/001625cc1d.flac,asr_nepali_1,00
00163facae,asr_nepali_1/data/00/00163facae.flac,asr_nepali_1,00
0016678b02,asr_nepali_1/data/00/0016678b02.flac,asr_nepali_1,00
00168daa2b,asr_nepali_1/data/00/00168daa2b.flac,asr_nepali_1,00
00169e1a5c,asr_nepali_1/data/00/00169e1a5c.flac,asr_nepali_1,00
0016c0341c,asr_nepali_1/data/00/0016c0341c.flac,asr_nepali_1,00
0016fb0938,asr_nepali_1/data/00/0016fb0938.flac,asr_nepali_1,00
00171840ba,asr_nepali_1/data/00/00171840ba.flac,asr_nepali_1,00
00175448c8,asr_nepali_1/data/00/00175448c8.flac,asr_nepali_1,00
0017a8c8ca,asr_nepali_1/data/00/0017a8c8ca.flac,asr_nepali_1,00
00180ecd4a,asr_nepali_1/data/00/00180ecd4a.flac,asr_nepali_1,00
0018261eb9,asr_nepali_1/data/00/0018261eb9.flac,asr_nepali_1,00
00183d8749,asr_nepali_1/data/00/00183d8749.flac,asr_nepali_1,00
00187a4bbd,asr_nepali_1/data/00/00187a4bbd.flac,asr_nepali_1,00
00189ddfe4,asr_nepali_1/data/00/00189ddfe4.flac,asr_nepali_1,00
0018ff05ca,asr_nepali_1/data/00/0018ff05ca.flac,asr_nepali_1,00
001907805e,asr_nepali_1/data/00/001907805e.flac,asr_nepali_1,00
00192533bc,asr_nepali_1/data/00/00192533bc.flac,asr_nepali_1,00
0019a63118,asr_nepali_1/data/00/0019a63118.flac,asr_nepali_1,00
0019c4a22b,asr_nepali_1/data/00/0019c4a22b.flac,asr_nepali_1,00
001a027a44,asr_nepali_1/data/00/001a027a44.flac,asr_nepali_1,00
001aafcee1,asr_nepali_1/data/00/001aafcee1.flac,asr_nepali_1,00
001b968b46,asr_nepali_1/data/00/001b968b46.flac,asr_nepali_1,00
001bb101c4,asr_nepali_1/data/00/001bb101c4.flac,asr_nepali_1,00
001c182577,asr_nepali_1/data/00/001c182577.flac,asr_nepali_1,00
001c35c0db,asr_nepali_1/data/00/001c35c0db.flac,asr_nepali_1,00
001ca0ce21,asr_nepali_1/data/00/001ca0ce21.flac,asr_nepali_1,00
001d5349b6,asr_nepali_1/data/00/001d5349b6.flac,asr_nepali_1,00
001d578a71,asr_nepali_1/data/00/001d578a71.flac,asr_nepali_1,00
001d884c4a,asr_nepali_1/data/00/001d884c4a.flac,asr_nepali_1,00
001f4eb960,asr_nepali_1/data/00/001f4eb960.flac,asr_nepali_1,00
001f81eeec,asr_nepali_1/data/00/001f81eeec.flac,asr_nepali_1,00
00206fb325,asr_nepali_1/data/00/00206fb325.flac,asr_nepali_1,00
00214296e5,asr_nepali_1/data/00/00214296e5.flac,asr_nepali_1,00
002199cfd5,asr_nepali_1/data/00/002199cfd5.flac,asr_nepali_1,00
0021bc4fcb,asr_nepali_1/data/00/0021bc4fcb.flac,asr_nepali_1,00
0021f02f4a,asr_nepali_1/data/00/0021f02f4a.flac,asr_nepali_1,00
0021f0bba3,asr_nepali_1/data/00/0021f0bba3.flac,asr_nepali_1,00
0022362ec0,asr_nepali_1/data/00/0022362ec0.flac,asr_nepali_1,00
0022946707,asr_nepali_1/data/00/0022946707.flac,asr_nepali_1,00
00236ebe7b,asr_nepali_1/data/00/00236ebe7b.flac,asr_nepali_1,00
0023f1da75,asr_nepali_1/data/00/0023f1da75.flac,asr_nepali_1,00
00241abe2f,asr_nepali_1/data/00/00241abe2f.flac,asr_nepali_1,00
00254a8fcd,asr_nepali_1/data/00/00254a8fcd.flac,asr_nepali_1,00
0025524348,asr_nepali_1/data/00/0025524348.flac,asr_nepali_1,00
00256cf417,asr_nepali_1/data/00/00256cf417.flac,asr_nepali_1,00
0025aa8395,asr_nepali_1/data/00/0025aa8395.flac,asr_nepali_1,00
0025bee851,asr_nepali_1/data/00/0025bee851.flac,asr_nepali_1,00
002668d6ff,asr_nepali_1/data/00/002668d6ff.flac,asr_nepali_1,00
0026c1f17c,asr_nepali_1/data/00/0026c1f17c.flac,asr_nepali_1,00
0026c97afc,asr_nepali_1/data/00/0026c97afc.flac,asr_nepali_1,00
00273516a9,asr_nepali_1/data/00/00273516a9.flac,asr_nepali_1,00
002849aeff,asr_nepali_1/data/00/002849aeff.flac,asr_nepali_1,00
0029f655b5,asr_nepali_1/data/00/0029f655b5.flac,asr_nepali_1,00
002a749d55,asr_nepali_1/data/00/002a749d55.flac,asr_nepali_1,00
002a8d9076,asr_nepali_1/data/00/002a8d9076.flac,asr_nepali_1,00
002ad151a4,asr_nepali_1/data/00/002ad151a4.flac,asr_nepali_1,00
002ae35cd3,asr_nepali_1/data/00/002ae35cd3.flac,asr_nepali_1,00
002af29a8a,asr_nepali_1/data/00/002af29a8a.flac,asr_nepali_1,00
002b1a8489,asr_nepali_1/data/00/002b1a8489.flac,asr_nepali_1,00
002bb5d867,asr_nepali_1/data/00/002bb5d867.flac,asr_nepali_1,00
002bf0aab4,asr_nepali_1/data/00/002bf0aab4.flac,asr_nepali_1,00
002c06d80c,asr_nepali_1/data/00/002c06d80c.flac,asr_nepali_1,00
002c0b500c,asr_nepali_1/data/00/002c0b500c.flac,asr_nepali_1,00
002c53fe1e,asr_nepali_1/data/00/002c53fe1e.flac,asr_nepali_1,00
002c9d84c5,asr_nepali_1/data/00/002c9d84c5.flac,asr_nepali_1,00
002cc075a1,asr_nepali_1/data/00/002cc075a1.flac,asr_nepali_1,00
002ce69b3f,asr_nepali_1/data/00/002ce69b3f.flac,asr_nepali_1,00
002cf3a895,asr_nepali_1/data/00/002cf3a895.flac,asr_nepali_1,00
002f406081,asr_nepali_1/data/00/002f406081.flac,asr_nepali_1,00
0030168dbb,asr_nepali_1/data/00/0030168dbb.flac,asr_nepali_1,00
003017eaca,asr_nepali_1/data/00/003017eaca.flac,asr_nepali_1,00
00315cbb63,asr_nepali_1/data/00/00315cbb63.flac,asr_nepali_1,00
00334a9f80,asr_nepali_1/data/00/00334a9f80.flac,asr_nepali_1,00
003355e560,asr_nepali_1/data/00/003355e560.flac,asr_nepali_1,00
0033a7ae1e,asr_nepali_1/data/00/0033a7ae1e.flac,asr_nepali_1,00
0033b1ea68,asr_nepali_1/data/00/0033b1ea68.flac,asr_nepali_1,00
0033cfeddb,asr_nepali_1/data/00/0033cfeddb.flac,asr_nepali_1,00
00340fd7a4,asr_nepali_1/data/00/00340fd7a4.flac,asr_nepali_1,00
00341efed3,asr_nepali_1/data/00/00341efed3.flac,asr_nepali_1,00
00342a5f73,asr_nepali_1/data/00/00342a5f73.flac,asr_nepali_1,00
003486bf21,asr_nepali_1/data/00/003486bf21.flac,asr_nepali_1,00
0034a9cd74,asr_nepali_1/data/00/0034a9cd74.flac,asr_nepali_1,00
0036aafc9a,asr_nepali_1/data/00/0036aafc9a.flac,asr_nepali_1,00
0036dd80ed,asr_nepali_1/data/00/0036dd80ed.flac,asr_nepali_1,00
0037b0503e,asr_nepali_1/data/00/0037b0503e.flac,asr_nepali_1,00
003807abfa,asr_nepali_1/data/00/003807abfa.flac,asr_nepali_1,00
00380c42e9,asr_nepali_1/data/00/00380c42e9.flac,asr_nepali_1,00
00382db362,asr_nepali_1/data/00/00382db362.flac,asr_nepali_1,00
0038c5e483,asr_nepali_1/data/00/0038c5e483.flac,asr_nepali_1,00
0039eeac8e,asr_nepali_1/data/00/0039eeac8e.flac,asr_nepali_1,00
003a546b84,asr_nepali_1/data/00/003a546b84.flac,asr_nepali_1,00
003a7c6c2f,asr_nepali_1/data/00/003a7c6c2f.flac,asr_nepali_1,00
003ac759fb,asr_nepali_1/data/00/003ac759fb.flac,asr_nepali_1,00
003af8ec13,asr_nepali_1/data/00/003af8ec13.flac,asr_nepali_1,00
003cb4cf59,asr_nepali_1/data/00/003cb4cf59.flac,asr_nepali_1,00
003da50507,asr_nepali_1/data/00/003da50507.flac,asr_nepali_1,00
003df69d2f,asr_nepali_1/data/00/003df69d2f.flac,asr_nepali_1,00
003e54f4e7,asr_nepali_1/data/00/003e54f4e7.flac,asr_nepali_1,00
003edba4bf,asr_nepali_1/data/00/003edba4bf.flac,asr_nepali_1,00
003f32ed01,asr_nepali_1/data/00/003f32ed01.flac,asr_nepali_1,00
003f4f4dd5,asr_nepali_1/data/00/003f4f4dd5.flac,asr_nepali_1,00
003f972991,asr_nepali_1/data/00/003f972991.flac,asr_nepali_1,00
004121d71b,asr_nepali_1/data/00/004121d71b.flac,asr_nepali_1,00
00414a7de5,asr_nepali_1/data/00/00414a7de5.flac,asr_nepali_1,00
0041bb2219,asr_nepali_1/data/00/0041bb2219.flac,asr_nepali_1,00
00421d8146,asr_nepali_1/data/00/00421d8146.flac,asr_nepali_1,00
0042d2b56d,asr_nepali_1/data/00/0042d2b56d.flac,asr_nepali_1,00
0042fe1a44,asr_nepali_1/data/00/0042fe1a44.flac,asr_nepali_1,00
0043a16350,asr_nepali_1/data/00/0043a16350.flac,asr_nepali_1,00
004481c30d,asr_nepali_1/data/00/004481c30d.flac,asr_nepali_1,00
004491fa72,asr_nepali_1/data/00/004491fa72.flac,asr_nepali_1,00
00456a1ddc,asr_nepali_1/data/00/00456a1ddc.flac,asr_nepali_1,00
004658e9ed,asr_nepali_1/data/00/004658e9ed.flac,asr_nepali_1,00
0046a55bff,asr_nepali_1/data/00/0046a55bff.flac,asr_nepali_1,00
004743fcf7,asr_nepali_1/data/00/004743fcf7.flac,asr_nepali_1,00
004797d788,asr_nepali_1/data/00/004797d788.flac,asr_nepali_1,00
0047bf7b18,asr_nepali_1/data/00/0047bf7b18.flac,asr_nepali_1,00
0047f889f0,asr_nepali_1/data/00/0047f889f0.flac,asr_nepali_1,00
004835bff8,asr_nepali_1/data/00/004835bff8.flac,asr_nepali_1,00
004943999e,asr_nepali_1/data/00/004943999e.flac,asr_nepali_1,00
004a2c6066,asr_nepali_1/data/00/004a2c6066.flac,asr_nepali_1,00
004a5ac98a,asr_nepali_1/data/00/004a5ac98a.flac,asr_nepali_1,00
004afc2286,asr_nepali_1/data/00/004afc2286.flac,asr_nepali_1,00
004b2a3c8e,asr_nepali_1/data/00/004b2a3c8e.flac,asr_nepali_1,00
004baae003,asr_nepali_1/data/00/004baae003.flac,asr_nepali_1,00
004cf77911,asr_nepali_1/data/00/004cf77911.flac,asr_nepali_1,00
004ddbf50c,asr_nepali_1/data/00/004ddbf50c.flac,asr_nepali_1,00
004e099a4d,asr_nepali_1/data/00/004e099a4d.flac,asr_nepali_1,00
004e49acdc,asr_nepali_1/data/00/004e49acdc.flac,asr_nepali_1,00
004e660b77,asr_nepali_1/data/00/004e660b77.flac,asr_nepali_1,00
004e9c6334,asr_nepali_1/data/00/004e9c6334.flac,asr_nepali_1,00
004fde742c,asr_nepali_1/data/00/004fde742c.flac,asr_nepali_1,00
004ffbf2b3,asr_nepali_1/data/00/004ffbf2b3.flac,asr_nepali_1,00
005068078d,asr_nepali_1/data/00/005068078d.flac,asr_nepali_1,00
0050b10a01,asr_nepali_1/data/00/0050b10a01.flac,asr_nepali_1,00
005106c8d8,asr_nepali_1/data/00/005106c8d8.flac,asr_nepali_1,00
0051a6b535,asr_nepali_1/data/00/0051a6b535.flac,asr_nepali_1,00
0052912514,asr_nepali_1/data/00/0052912514.flac,asr_nepali_1,00
0053504615,asr_nepali_1/data/00/0053504615.flac,asr_nepali_1,00
0053a0b787,asr_nepali_1/data/00/0053a0b787.flac,asr_nepali_1,00
00541975bc,asr_nepali_1/data/00/00541975bc.flac,asr_nepali_1,00
00542a36b2,asr_nepali_1/data/00/00542a36b2.flac,asr_nepali_1,00
0054538d54,asr_nepali_1/data/00/0054538d54.flac,asr_nepali_1,00
00545b834b,asr_nepali_1/data/00/00545b834b.flac,asr_nepali_1,00
00559002e5,asr_nepali_1/data/00/00559002e5.flac,asr_nepali_1,00
0055a267b0,asr_nepali_1/data/00/0055a267b0.flac,asr_nepali_1,00
0055e5b8f3,asr_nepali_1/data/00/0055e5b8f3.flac,asr_nepali_1,00
0057b55228,asr_nepali_1/data/00/0057b55228.flac,asr_nepali_1,00
00594ddbe7,asr_nepali_1/data/00/00594ddbe7.flac,asr_nepali_1,00
00597752e4,asr_nepali_1/data/00/00597752e4.flac,asr_nepali_1,00
0059c7e2ff,asr_nepali_1/data/00/0059c7e2ff.flac,asr_nepali_1,00
0059d26a13,asr_nepali_1/data/00/0059d26a13.flac,asr_nepali_1,00
005a12c043,asr_nepali_1/data/00/005a12c043.flac,asr_nepali_1,00
005a2445a2,asr_nepali_1/data/00/005a2445a2.flac,asr_nepali_1,00
005a56a1a2,asr_nepali_1/data/00/005a56a1a2.flac,asr_nepali_1,00
005a79209e,asr_nepali_1/data/00/005a79209e.flac,asr_nepali_1,00
005b4bae5d,asr_nepali_1/data/00/005b4bae5d.flac,asr_nepali_1,00
005c147b66,asr_nepali_1/data/00/005c147b66.flac,asr_nepali_1,00
005c593499,asr_nepali_1/data/00/005c593499.flac,asr_nepali_1,00
005caf7037,asr_nepali_1/data/00/005caf7037.flac,asr_nepali_1,00
005d160d81,asr_nepali_1/data/00/005d160d81.flac,asr_nepali_1,00
005d76f5e8,asr_nepali_1/data/00/005d76f5e8.flac,asr_nepali_1,00
005e15f7f8,asr_nepali_1/data/00/005e15f7f8.flac,asr_nepali_1,00
005e5993e5,asr_nepali_1/data/00/005e5993e5.flac,asr_nepali_1,00
005e9b6303,asr_nepali_1/data/00/005e9b6303.flac,asr_nepali_1,00
005eefedf2,asr_nepali_1/data/00/005eefedf2.flac,asr_nepali_1,00
005ef574ee,asr_nepali_1/data/00/005ef574ee.flac,asr_nepali_1,00
005f0246e6,asr_nepali_1/data/00/005f0246e6.flac,asr_nepali_1,00
005f8f48ec,asr_nepali_1/data/00/005f8f48ec.flac,asr_nepali_1,00
005fb17f2b,asr_nepali_1/data/00/005fb17f2b.flac,asr_nepali_1,00
005fef7b5d,asr_nepali_1/data/00/005fef7b5d.flac,asr_nepali_1,00
006013dfa2,asr_nepali_1/data/00/006013dfa2.flac,asr_nepali_1,00
00606c7342,asr_nepali_1/data/00/00606c7342.flac,asr_nepali_1,00
0061189667,asr_nepali_1/data/00/0061189667.flac,asr_nepali_1,00
00615be9e8,asr_nepali_1/data/00/00615be9e8.flac,asr_nepali_1,00
0061b8e7bd,asr_nepali_1/data/00/0061b8e7bd.flac,asr_nepali_1,00
00623ed729,asr_nepali_1/data/00/00623ed729.flac,asr_nepali_1,00
0062779f1f,asr_nepali_1/data/00/0062779f1f.flac,asr_nepali_1,00
00628163d6,asr_nepali_1/data/00/00628163d6.flac,asr_nepali_1,00
006464b1e7,asr_nepali_1/data/00/006464b1e7.flac,asr_nepali_1,00
0064b8d48c,asr_nepali_1/data/00/0064b8d48c.flac,asr_nepali_1,00
0064c75d84,asr_nepali_1/data/00/0064c75d84.flac,asr_nepali_1,00
0064ef58c9,asr_nepali_1/data/00/0064ef58c9.flac,asr_nepali_1,00
00653ad703,asr_nepali_1/data/00/00653ad703.flac,asr_nepali_1,00
0065af229f,asr_nepali_1/data/00/0065af229f.flac,asr_nepali_1,00
006645e7be,asr_nepali_1/data/00/006645e7be.flac,asr_nepali_1,00
0067d42315,asr_nepali_1/data/00/0067d42315.flac,asr_nepali_1,00
0068ce4e94,asr_nepali_1/data/00/0068ce4e94.flac,asr_nepali_1,00
0068d0a558,asr_nepali_1/data/00/0068d0a558.flac,asr_nepali_1,00
0068f8a5b1,asr_nepali_1/data/00/0068f8a5b1.flac,asr_nepali_1,00
0069e365b9,asr_nepali_1/data/00/0069e365b9.flac,asr_nepali_1,00
006a0535dc,asr_nepali_1/data/00/006a0535dc.flac,asr_nepali_1,00
006a1abbf3,asr_nepali_1/data/00/006a1abbf3.flac,asr_nepali_1,00
006a470e8e,asr_nepali_1/data/00/006a470e8e.flac,asr_nepali_1,00
006a4b13b2,asr_nepali_1/data/00/006a4b13b2.flac,asr_nepali_1,00
006a6e8066,asr_nepali_1/data/00/006a6e8066.flac,asr_nepali_1,00
006bc13a70,asr_nepali_1/data/00/006bc13a70.flac,asr_nepali_1,00
006bd9a275,asr_nepali_1/data/00/006bd9a275.flac,asr_nepali_1,00
006bee0ec1,asr_nepali_1/data/00/006bee0ec1.flac,asr_nepali_1,00
006c27957c,asr_nepali_1/data/00/006c27957c.flac,asr_nepali_1,00
006c4b9a60,asr_nepali_1/data/00/006c4b9a60.flac,asr_nepali_1,00
006c99c215,asr_nepali_1/data/00/006c99c215.flac,asr_nepali_1,00
006cb12fd3,asr_nepali_1/data/00/006cb12fd3.flac,asr_nepali_1,00
006cc62ead,asr_nepali_1/data/00/006cc62ead.flac,asr_nepali_1,00
006cce4997,asr_nepali_1/data/00/006cce4997.flac,asr_nepali_1,00
006d188640,asr_nepali_1/data/00/006d188640.flac,asr_nepali_1,00
006dcbf209,asr_nepali_1/data/00/006dcbf209.flac,asr_nepali_1,00
006e126b7f,asr_nepali_1/data/00/006e126b7f.flac,asr_nepali_1,00
006e67532f,asr_nepali_1/data/00/006e67532f.flac,asr_nepali_1,00
006f4f5394,asr_nepali_1/data/00/006f4f5394.flac,asr_nepali_1,00
006fa22a05,asr_nepali_1/data/00/006fa22a05.flac,asr_nepali_1,00
006fe27b4c,asr_nepali_1/data/00/006fe27b4c.flac,asr_nepali_1,00
00700398a5,asr_nepali_1/data/00/00700398a5.flac,asr_nepali_1,00
007055aacf,asr_nepali_1/data/00/007055aacf.flac,asr_nepali_1,00
0071083d08,asr_nepali_1/data/00/0071083d08.flac,asr_nepali_1,00
0071207b9a,asr_nepali_1/data/00/0071207b9a.flac,asr_nepali_1,00
007169b909,asr_nepali_1/data/00/007169b909.flac,asr_nepali_1,00
0071a71da8,asr_nepali_1/data/00/0071a71da8.flac,asr_nepali_1,00
00725c6772,asr_nepali_1/data/00/00725c6772.flac,asr_nepali_1,00
00728399f6,asr_nepali_1/data/00/00728399f6.flac,asr_nepali_1,00
00735959ec,asr_nepali_1/data/00/00735959ec.flac,asr_nepali_1,00
0073f3ec94,asr_nepali_1/data/00/0073f3ec94.flac,asr_nepali_1,00
00741a0bdd,asr_nepali_1/data/00/00741a0bdd.flac,asr_nepali_1,00
0074941145,asr_nepali_1/data/00/0074941145.flac,asr_nepali_1,00
0074951921,asr_nepali_1/data/00/0074951921.flac,asr_nepali_1,00
0074bb98f0,asr_nepali_1/data/00/0074bb98f0.flac,asr_nepali_1,00
0074f60ce3,asr_nepali_1/data/00/0074f60ce3.flac,asr_nepali_1,00
0075ae6170,asr_nepali_1/data/00/0075ae6170.flac,asr_nepali_1,00
0075d750cb,asr_nepali_1/data/00/0075d750cb.flac,asr_nepali_1,00
0075e8448c,asr_nepali_1/data/00/0075e8448c.flac,asr_nepali_1,00
007658a342,asr_nepali_1/data/00/007658a342.flac,asr_nepali_1,00
007668dc2f,asr_nepali_1/data/00/007668dc2f.flac,asr_nepali_1,00
0076aeb41c,asr_nepali_1/data/00/0076aeb41c.flac,asr_nepali_1,00
0076c1bd01,asr_nepali_1/data/00/0076c1bd01.flac,asr_nepali_1,00
0076fa017b,asr_nepali_1/data/00/0076fa017b.flac,asr_nepali_1,00
00772a60b9,asr_nepali_1/data/00/00772a60b9.flac,asr_nepali_1,00
0077ba5098,asr_nepali_1/data/00/0077ba5098.flac,asr_nepali_1,00
00787822ac,asr_nepali_1/data/00/00787822ac.flac,asr_nepali_1,00
00789e449f,asr_nepali_1/data/00/00789e449f.flac,asr_nepali_1,00
00794066ec,asr_nepali_1/data/00/00794066ec.flac,asr_nepali_1,00
00794a22fd,asr_nepali_1/data/00/00794a22fd.flac,asr_nepali_1,00
0079820807,asr_nepali_1/data/00/0079820807.flac,asr_nepali_1,00
00798e53d6,asr_nepali_1/data/00/00798e53d6.flac,asr_nepali_1,00
007a5a8c03,asr_nepali_1/data/00/007a5a8c03.flac,asr_nepali_1,00
007afadd19,asr_nepali_1/data/00/007afadd19.flac,asr_nepali_1,00
007b011c89,asr_nepali_1/data/00/007b011c89.flac,asr_nepali_1,00
007b1b872b,asr_nepali_1/data/00/007b1b872b.flac,asr_nepali_1,00
007b34260d,asr_nepali_1/data/00/007b34260d.flac,asr_nepali_1,00
007c2c6e9d,asr_nepali_1/data/00/007c2c6e9d.flac,asr_nepali_1,00
007cac7ce2,asr_nepali_1/data/00/007cac7ce2.flac,asr_nepali_1,00
007dc08844,asr_nepali_1/data/00/007dc08844.flac,asr_nepali_1,00
007e2ce2b9,asr_nepali_1/data/00/007e2ce2b9.flac,asr_nepali_1,00
007e419b2e,asr_nepali_1/data/00/007e419b2e.flac,asr_nepali_1,00
007e72e734,asr_nepali_1/data/00/007e72e734.flac,asr_nepali_1,00
007f200d31,asr_nepali_1/data/00/007f200d31.flac,asr_nepali_1,00
007f4447ee,asr_nepali_1/data/00/007f4447ee.flac,asr_nepali_1,00
007f615855,asr_nepali_1/data/00/007f615855.flac,asr_nepali_1,00
00809f5567,asr_nepali_1/data/00/00809f5567.flac,asr_nepali_1,00
0080affd23,asr_nepali_1/data/00/0080affd23.flac,asr_nepali_1,00
0081748bf9,asr_nepali_1/data/00/0081748bf9.flac,asr_nepali_1,00
0081e89880,asr_nepali_1/data/00/0081e89880.flac,asr_nepali_1,00
0082097f7d,asr_nepali_1/data/00/0082097f7d.flac,asr_nepali_1,00
0082209f7f,asr_nepali_1/data/00/0082209f7f.flac,asr_nepali_1,00
00826a669d,asr_nepali_1/data/00/00826a669d.flac,asr_nepali_1,00
0083e30e8a,asr_nepali_1/data/00/0083e30e8a.flac,asr_nepali_1,00
0084383a29,asr_nepali_1/data/00/0084383a29.flac,asr_nepali_1,00
0084538fb6,asr_nepali_1/data/00/0084538fb6.flac,asr_nepali_1,00
0084745793,asr_nepali_1/data/00/0084745793.flac,asr_nepali_1,00
00848745a8,asr_nepali_1/data/00/00848745a8.flac,asr_nepali_1,00
00849d0a5f,asr_nepali_1/data/00/00849d0a5f.flac,asr_nepali_1,00
0084df7f44,asr_nepali_1/data/00/0084df7f44.flac,asr_nepali_1,00
008503f6b6,asr_nepali_1/data/00/008503f6b6.flac,asr_nepali_1,00
008520f056,asr_nepali_1/data/00/008520f056.flac,asr_nepali_1,00
0085652e7d,asr_nepali_1/data/00/0085652e7d.flac,asr_nepali_1,00
0085a2cfbd,asr_nepali_1/data/00/0085a2cfbd.flac,asr_nepali_1,00
0085e3b43f,asr_nepali_1/data/00/0085e3b43f.flac,asr_nepali_1,00
00866e3f11,asr_nepali_1/data/00/00866e3f11.flac,asr_nepali_1,00
00867c189f,asr_nepali_1/data/00/00867c189f.flac,asr_nepali_1,00
0086d92065,asr_nepali_1/data/00/0086d92065.flac,asr_nepali_1,00
0087593a85,asr_nepali_1/data/00/0087593a85.flac,asr_nepali_1,00
008810de9d,asr_nepali_1/data/00/008810de9d.flac,asr_nepali_1,00
0088aef87c,asr_nepali_1/data/00/0088aef87c.flac,asr_nepali_1,00
0089015a1a,asr_nepali_1/data/00/0089015a1a.flac,asr_nepali_1,00
00893b5260,asr_nepali_1/data/00/00893b5260.flac,asr_nepali_1,00
0089c0341a,asr_nepali_1/data/00/0089c0341a.flac,asr_nepali_1,00
008a7f879d,asr_nepali_1/data/00/008a7f879d.flac,asr_nepali_1,00
008af38aba,asr_nepali_1/data/00/008af38aba.flac,asr_nepali_1,00
008b58e75b,asr_nepali_1/data/00/008b58e75b.flac,asr_nepali_1,00
008baab1ad,asr_nepali_1/data/00/008baab1ad.flac,asr_nepali_1,00
008bc08d07,asr_nepali_1/data/00/008bc08d07.flac,asr_nepali_1,00
008c17f698,asr_nepali_1/data/00/008c17f698.flac,asr_nepali_1,00
008c31e8ab,asr_nepali_1/data/00/008c31e8ab.flac,asr_nepali_1,00
008c6ed8b1,asr_nepali_1/data/00/008c6ed8b1.flac,asr_nepali_1,00
008c945205,asr_nepali_1/data/00/008c945205.flac,asr_nepali_1,00
008d4cc604,asr_nepali_1/data/00/008d4cc604.flac,asr_nepali_1,00
008d6ce74e,asr_nepali_1/data/00/008d6ce74e.flac,asr_nepali_1,00
008d96572b,asr_nepali_1/data/00/008d96572b.flac,asr_nepali_1,00
008e71c1af,asr_nepali_1/data/00/008e71c1af.flac,asr_nepali_1,00
008ea66b14,asr_nepali_1/data/00/008ea66b14.flac,asr_nepali_1,00
008eb9a190,asr_nepali_1/data/00/008eb9a190.flac,asr_nepali_1,00
